cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category,confidence_level,text_length,word_count
siang bii ini lagii membuka laptop lagi melihat kerjaan tadi udah tidur banyak sihh iyaaa belum disuruh sama nenek makan siangnya dirumahh laa biar gratis dan banyak kamuu juga semangat yeaaaa okeeee kaloo gitu bii,siang bii lagi buka laptop lihat kerja tadi tidur banyak sihh iyaa suruh sama nenek makan siang dirumahh laa biar gratis banyak kamuu semangat yeaa okee kaloo bii,Positive,0.9979467988014221,positive,high,162,28
untuk adek adek semua kalau bisa jangan mau makanan gratis untuk sekarang jika kalian bisa buat bekal makan siang dari rumah itu lebih bagus dan ingat untuk yang bisa saja apabila kalian terhalangi dari beberapa faktor tidak apa lah tapi jika ada yang tak bisa tolong di bantu,adek adek semua kalau jangan_mau makan gratis sekarang kalian buat bekal makan siang rumah lebih bagus ingat apabila kalian halang beberapa faktor tidak_apa lah tak bantu,Negative,0.9546056985855103,negative,high,170,26
dia belum tau model begini juga buat yg ditawarin trading index emas komoditi saham forex ikutan aja sekali inget ya cuma sekali trading diawal setelah menang langsung keluar jangan serakah dan sok pinter bandar gak ada yg bodoh dan mau kasih makan siang gratis,tahu model begini buat ditawarin trading index emas komoditi saham forex ikut sekali inget cuma sekali trading awal menang langsung keluar jangan_serakah sok pinter bandar gak_ada bodoh mau kasih makan siang gratis,Negative,0.9937412142753601,negative,high,214,32
dia dukung program mbg n ternyata emang benar tidak ada makan siang gratis,dukung program makan gizi gratis nyata memang benar tidak_ada makan siang gratis,Neutral,0.9575029015541077,neutral,high,80,12
yesus adalah pencetus konsep makan siang gratis tanpa minta siapapun di luar orang yg makan buat ikutan bayar,yesus cetus konsep makan siang gratis minta siapa luar orang makan buat ikut bayar,Neutral,0.9996685981750488,neutral,high,82,14
buat adekadek yang dapat makan siang gratis semangat belajarnya yaa disitu ada keikhlasan hati kakakkakak yang kena efisiensi anggaran perusahaan,buat adekadek makan siang gratis semangat ajar yaa situ ikhlas hati kakakkakak kena efisiensi anggaran usaha,Positive,0.9994469285011292,positive,high,108,16
pernah tes di paragon pulangna dapet snack pernah juga tes kerja di bank panin dikasih makan siang gratis tapi tes doang keterimanya mah henteu,pernah tes paragon pulangna dapet snack pernah tes kerja bank panin kasih makan siang gratis tes doang terima mah henteu,Neutral,0.9995809197425842,neutral,high,120,20
setiap anak tasikmalaya yang makan siang gratis sekarang bisa lebih tenang bpom udah siap jaga standarnya,anak tasikmalaya makan siang gratis sekarang lebih tenang bpom siap jaga standar,Positive,0.9985671043395996,positive,high,80,12
tdk ada makan siang gratis,tidak makan siang gratis,Negative,0.9992873072624207,negative,high,24,4
gw mau kuliah gratis bkn makan siang gratis,mau kuliah gratis bukan makan siang gratis,Neutral,0.9989903569221497,neutral,high,42,7
saking sejahteranya sampe dikasih makan siang gratis,saking sejahtera sampe kasih makan siang gratis,Positive,0.9992573857307434,positive,high,47,7
bukannya dia ke indonesia mau belajar makan siang gratis,bukan indonesia mau ajar makan siang gratis,Negative,0.8059431910514832,negative,high,43,7
astagaaa pikirannya kok polos bgt siiiii nduuuuuttttttt emg bener deh gk ada makan siang gratis lu hutuh duit buat program gk jels lu dan dewa penyelamat bernama bill gates dtg ksh lu duit tp warga lu jf tmpt uji coba vaksin uji coba artinya bisa sj merenggut nyawa error,astagaa pikir kok polos sangat sii nduutt memang benar makan siang gratis kamu hutuh uang buat program jels kamu dewa selamat nama bill gates dtg ksh kamu uang masyarakat kamu tmpt uji coba vaksin uji coba arti renggut nyawa error,Negative,0.9997666478157043,negative,high,230,40
oke selamat menikmati makan siang beracun itu yang sama sekali gak lebih berarti dari sistem pendidikan bagus atau kuliah gratis atau paspor yang kuat nyam nyam nyam,baik selamat nikmat makan siang racun sama sekali gak_lebih arti sistem didik bagus kuliah gratis paspor kuat nyam nyam nyam,Positive,0.9883761405944824,positive,high,124,20
tidak ada makan siang gratis tp ini taruhannya nyawa rakyat indonesia,tidak_ada makan siang gratis taruh nyawa masyarakat indonesia,Negative,0.9996280670166016,negative,high,61,8
tidak ada makan siang gratis ujicoba,tidak_ada makan siang gratis ujicoba,Neutral,0.7874155044555664,negative,medium,36,5
tidak ada makan siang gratis dia mau bantu program mbg tp mau jadikan negara ini tempat uji coba vaksin,tidak_ada makan siang gratis mau bantu program makan gizi gratis mau jadi negara tempat uji coba vaksin,Neutral,0.9552014470100403,negative,high,103,17
mau temenan dong siapa tau cocok dan bisa langsung ke rumah kamu buat minta makan siang gratis,mau temenan siapa tahu cocok langsung rumah kamu buat minta makan siang gratis,Neutral,0.8821449279785156,neutral,high,78,13
tidak ada makan siang yg gratis kecuali mbg ingat bisnis is bisnisbuat diketahui saja bill gates adalah pemodal vaksin corona dan pemodal buat beberapa perusahaan farmasi internasional,tidak_ada makan siang gratis makan gizi gratis ingat bisnis bisnisbuat tahu bill gates modal vaksin corona modal buat beberapa usaha farmasi internasional,Neutral,0.9951199293136597,negative,high,154,22
kan bener tumben bil gates dateng di sini terus ngasih bantuan makan siang gratis pasti ada maksudnya,kan benar tumben bil gates dateng sini terus ngasih bantu makan siang gratis maksud,Neutral,0.9992421865463257,neutral,high,83,14
presiden prabowo ajak bill gates pantau program makan bergizi gratis di sdn jati pulogadung jaktim seputar inews siang rcti rabu mei live mulai,presiden prabowo ajak bill gates pantau program makan gizi gratis sdn jati pulogadung jaktim putar inews siang rcti rabu mei live mulai,Neutral,0.9997362494468689,neutral,high,135,22
hokage ke bangun dapur makan siang gratis di deket tempat gw anjirrrrr,hokage bangun dapur makan siang gratis deket tempat anjirr,Neutral,0.99953293800354,neutral,high,58,9
makan siang gratis,makan siang gratis,Positive,0.9927464127540588,positive,high,18,3
tolong linieritas di perbaiki bapakibu gemuk bener kayak kabinet padahal di pgsd juga kalau ngga salah ada penjurusan spesialisasi,linieritas baik bapakibu gemuk benar kayak kabinet padahal pgsd kalau ngga salah jurus spesialisasi,Negative,0.9991328120231628,positive,high,99,14
tidak ada makan siang yg gratis,tidak_ada makan siang gratis,Negative,0.9928818941116333,negative,high,28,4
tidak ada makan siang yg gratis kecuali mbg bill gates salah satu pemodal obat covid bisnis is bisnis,tidak_ada makan siang gratis makan gizi gratis bill gates salah satu modal obat covid bisnis bisnis,Neutral,0.9943494200706482,negative,high,99,16
mana ada makan siang gratis,mana makan siang gratis,Positive,0.677962601184845,positive,medium,23,4
sama ada rewardnya itu masih ga paham kenapa sam altman ngasih reward itu ya taulah tidak ada makan siang gratis bahkan mbg aja harus mdngorbankan pertumbuhan ekonomi,sama rewardnya ga_paham sam altman ngasih reward tau tidak_ada makan siang gratis bahkan makan gizi gratis mdngorbankan tumbuh ekonomi,Positive,0.9709384441375732,negative,high,134,19
nah kan tidak ada makan siang gratis kecuali mbg,nah kan tidak_ada makan siang gratis makan gizi gratis,Neutral,0.9954749941825867,negative,high,54,9
transparansi penting apapun agendanya rakyat berhak tahu apa yang ada di piring mereka tidak ada namanya makan siang gratis,transparansi penting apa agenda masyarakat hak tahu apa piring tidak_ada nama makan siang gratis,Neutral,0.9951311349868774,negative,high,96,14
gak ada makan siang gratis ujungujungnya minta proyek,gak_ada makan siang gratis ujungujungnya minta proyek,Negative,0.9030908942222595,negative,high,53,7
makan siang bergizi tidak gratis tidak beracun tidak dikorupsi,makan siang gizi tidak_gratis tidak_beracun tidak_dikorupsi,Neutral,0.5217858552932739,negative,low,59,6
yaampun pantesan gapernah dapet makan siang gratis katanya duitnya dipake buat bayar listrik,yaampun pantesan gapernah dapet makan siang gratis kata duit dipake buat bayar listrik,Neutral,0.999692440032959,neutral,high,86,13
mending ganti nama jadi makan siang gratis sedikit beracun su,lebih baik ganti nama jadi makan siang gratis sedikit racun,Neutral,0.8450327515602112,positive,high,59,10
uang dri hasil sewa lapak amp gaji endorse abis semua buat modal gimana ini pasar sepi amp phk dimana mana daya beli customer menurun tolong buat kebijakan yang menguntungan umkm dong jangan cuma bisa efesiensi anggaran amp makan siang gratis doang,uang hasil sewa lapak amp gaji endorse habis semua buat modal gimana pasar sepi amp phk mana daya beli customer turun buat kebijakan untung umkm jangan_cuma efesiensi anggaran amp makan siang gratis doang,Negative,0.9874230623245239,negative,high,204,33
kayaknya mesti diganti nama program nya jadi makan siang gratis msg supaya gak ada tekanan kalau mbg kan tekanan nya di makanan harus bergizi makanya pak prabs keliatan salah mulu saat eksekusi nya bermasalah kalau jadi makan siang gratis kan rileks no pressure,kayak mesti ganti nama program nya jadi makan siang gratis msg gak_ada tekan kalau makan gizi gratis kan tekan nya makan gizi makanya pak prabs liat salah mulu eksekusi nya bermasalah kalau jadi makan siang gratis kan rileks pressure,Negative,0.9997053742408752,negative,high,233,39
dapet makan siang gratis soalnya tetangga lagi syukuran bulan hamil,dapet makan siang gratis soal tetangga syukur bulan hamil,Neutral,0.9994055032730103,neutral,high,57,9
tidak sepenuhnya benar bahwa prabowo adalah presiden boneka jokowi bukti menunjukkan prabowo independen di beberapa bidang seperti kunjungan kenegaraan ke india dan program makan siang gratis namun pengaruh jokowi tetap ada melalui putranya gibran sebagai wapres dan,tidak_sepenuhnya benar prabowo presiden boneka jokowi bukti tunjuk prabowo independen beberapa bidang kunjung negara india program makan siang gratis pengaruh jokowi tetap lalu putra gibran wapres,Negative,0.6702941656112671,negative,medium,196,26
makan siang gratis langkah kecil demi kemajuan besar bangsa kita mbg penuhi gizi penuhigiziindonesia,makan siang gratis langkah kecil maju besar bangsa makan gizi gratis penuh gizi penuhigiziindonesia,Positive,0.9590219259262085,positive,high,99,14
firaun juga akan dukung makan siang gratis wokk wokk,firaun dukung makan siang gratis wokk wokk,Neutral,0.9517325758934021,positive,high,42,7
makan siang bergizi tidak gratis hari selasa di kantin nya my wife,makan siang gizi tidak_gratis hari selasa kantin nya wife,Neutral,0.9832066297531128,negative,high,57,9
respect perjalanan sejauh ini tim yg gangasih makan siang gratis ke anak anak akademinya kalah sama program prabowogibran,respect jalan jauh tim gangasih makan siang gratis anak anak akademi kalah sama program prabowogibran,Negative,0.6931360363960266,negative,medium,101,15
saran makan siang kalo bisa yang gratis langsung nyampe kamar,saran makan siang kalau gratis langsung nyampe kamar,Neutral,0.9962660670280457,neutral,high,52,8
semogaaa anakanak dan keluarga yang milih dia merasakan makan siang gratis itu pasti seneng bangeet mereka,semogaa anakanak keluarga milih rasa makan siang gratis neng bangeet,Positive,0.9849652051925659,positive,high,68,10
makan siang gratis omke gas fir,makan siang gratis omke gas fir,Neutral,0.9965201616287231,neutral,high,31,6
ya km sendiri sampe ancurin kejujuran demi kebohongan jokowi apa itu bukan cari nafkah gak ada makan siang gratis mas bro,sendiri sampe ancurin jujur bohong jokowi apa bukan_cari nafkah gak_ada makan siang gratis mas kawan,Negative,0.9996925592422485,negative,high,100,15
berhasil sedangkan pembagiannya aja masih ngga rata jangankan satu provinsi disatu kota banjarmasin aja masih banyak sekolah yang belum dapat makan siang gratis itu,hasil bagi ngga rata jangan satu provinsi satu kota banjarmasin banyak sekolah makan siang gratis,Positive,0.9883533120155334,positive,high,97,15
kita liat sama sama ya pak apakah makan siang benar benar bisa gratis,lihat sama sama pak makan siang benar benar gratis,Positive,0.9663802981376648,positive,high,50,9
untung sekolah gw ga dapet makan siang gratis ga nafsu juga liatnya,untung sekolah ga_dapet makan siang gratis ga_nafsu liat,Positive,0.9983599781990051,positive,high,56,8
kepala badan gizi nasional dadan hindayana mengungkap penyebab siswa keracunan usail menyantap makan bergizi gratis di pali sumatra selatan bandung dan tasikmalaya lantaran makanan yang diolah terlalu cepat sebelum disajikan ke para siswa selasa siang ard,kepala badan gizi nasional dad hindayana ungkap sebab siswa racun usail santap makan gizi gratis pali sumatra selatan bandung tasikmalaya lantar makan olah terlalu cepat saji siswa selasa siang ard,Neutral,0.9995412826538086,positive,high,197,30
wkwkwk yang pergi kondangan yang sama di tinggal rummet ny holidei gabut ga kondangan yok lumayan makan siang gratis,pergi kondangan sama tinggal rummet holidei gabut ga_kondangan yok lumayan makan siang gratis,Positive,0.9878767728805542,positive,high,93,13
goblok si dikasi pendidikan gratis milih makan siang gratis,goblok kasi didik gratis milih makan siang gratis,Negative,0.9998314380645752,negative,high,49,8
nasi cumi cumi buat makan siang bukan makan siang gratis yah kalo gratis mah jadi nasi cuma cuma,nasi cumi cumi buat makan siang bukan_makan siang gratis yah kalau gratis mah jadi nasi cuma cuma,Positive,0.8386403918266296,negative,high,97,17
ngubah nama program dari makan siang gratis jadi makan bergizi gratis cuman pada akhirnya indikator keberhasilannya serendah gak beracun aja,ngubah nama program makan siang gratis jadi makan gizi gratis cuma akhir indikator hasil serendah gak_beracun,Neutral,0.5727452635765076,neutral,low,109,16
kepala badan gizi nasional dadan hindayana menegaskan hingga awal mei total penerima manfaat makan bergizi gratis mbg telah tembus hingga juta orang selasa siang ard beritaelshinta,kepala badan gizi nasional dad hindayana tegas hingga awal mei total terima manfaat makan gizi gratis makan gizi gratis tembus hingga juta orang selasa siang ard beritaelshinta,Neutral,0.9995484948158264,neutral,high,176,27
dapet makan siang gratis masyaallah,dapet makan siang gratis masyaallah,Positive,0.9957719445228577,positive,high,35,5
